locus	description	start	end	consequence	variant_count	observed	expected	obs:exp	lower_CI	upper_CI	pvalue
MT-CR	entire Control Region (including displacement loop)	16024	576	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-HV1	Hypervariable segment 1 [classic:16024-16365]	16024	16383	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-HV1	Hypervariable segment 1 [classic:16024-16365]	16024	16383	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-HV1	Hypervariable segment 1 [classic:16024-16365]	16024	16383	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TAS2	extended termination-associated sequence	16081	16138	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TAS2	extended termination-associated sequence	16081	16138	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TAS2	extended termination-associated sequence	16081	16138	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-7SDNA	7S DNA	16106	191	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-7SDNA	7S DNA	16106	191	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-7SDNA	7S DNA	16106	191	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TAS	termination-associated sequence	16157	16172	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TAS	termination-associated sequence	16157	16172	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TAS	termination-associated sequence	16157	16172	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-5	control element	16194	16208	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-5	control element	16194	16208	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-5	control element	16194	16208	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-3L	L-strand control element	16499	16506	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-3L	L-strand control element	16499	16506	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-3L	L-strand control element	16499	16506	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
